date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:50:45	16804/16804	---M--	200	added ('OK')	font/woff	etag:%225d9e7fdc-41a4%22	https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-regular-400.woff	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-regular-400.woff	(from https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/css/all.min.css?v=2.0)
10:50:45	34092/34092	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225d9e7fdc-852c%22	https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-regular-400.ttf	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-regular-400.ttf	(from https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/css/all.min.css?v=2.0)
10:50:46	144451/144451	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9e7fdc-23443%22	https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-regular-400.svg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-regular-400.svg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/css/all.min.css?v=2.0)
10:50:46	186708/186708	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222d954-59483c27aaf00%22	https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-solid-900.eot	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-solid-900.eot	(from https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/css/all.min.css?v=2.0)
10:50:47	186708/186708	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222d954-59483c27aaf00%22	https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-solid-900.eot?	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-solid-900d41d.eot	(from https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/css/all.min.css?v=2.0)
10:50:47	96256/96256	---M--	200	added ('OK')	font/woff	etag:%225d9e7fdc-17800%22	https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-solid-900.woff	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-solid-900.woff	(from https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/css/all.min.css?v=2.0)
10:50:47	74328/74328	---M--	200	added ('OK')	font/woff2	etag:%225d9e7fdc-12258%22	https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-solid-900.woff2	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-solid-900.woff2	(from https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/css/all.min.css?v=2.0)
10:50:47	186424/186424	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225d9e7fdc-2d838%22	https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-solid-900.ttf	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-solid-900.ttf	(from https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/css/all.min.css?v=2.0)
10:50:48	816852/816852	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d9e7fdc-c76d4%22	https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-solid-900.svg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/webfonts/fa-solid-900.svg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/css/all.min.css?v=2.0)
10:50:48	6502/6502	---M-Z	200	added ('OK')	text/css	etag:W/%2262633aca-1966%22	https://rsms.me/inter/inter.css	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/inter.css	(from https://bootstrap-ecommerce.com/templates/alistyle-html/css/ui.css?v=2.0)
10:50:48	214/214	---M--	302	error ('Found')	text/html	date:Sat,%2030%20Apr%202022%2005:20:49%20GMT	https://bootstrap-ecommerce.com/templates/alistyle-html/images/banners/bg-pattern.svg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/banners/bg-pattern.svg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/css/ui.css?v=2.0)
10:50:48	214/214	---M--	302	error ('Found')	text/html	date:Sat,%2030%20Apr%202022%2005:20:49%20GMT	https://bootstrap-ecommerce.com/templates/alistyle-html/images/banners/bg-cpu.jpg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/banners/bg-cpu.jpg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/css/ui.css?v=2.0)
10:50:49	1719/1719	---M--	200	added ('OK')	image/png	etag:%225ddce020-6b7%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/icons/flags/US.png	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/icons/flags/US.png	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-index-2.html)
10:50:49	7750/7750	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f143767-1e46%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/logo.svg?v=2.0	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/logo3661.svg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-index-2.html)
10:50:50	57265/57265	---M--	200	added ('OK')	image/jpeg	etag:%225f13fcb6-dfb1%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/banners/slide-lg-3.jpg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/banners/slide-lg-3.jpg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-index-2.html)
10:50:50	56276/56276	---M--	200	added ('OK')	image/jpeg	etag:%225f13fb63-dbd4%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/banners/slide-lg-2.jpg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/banners/slide-lg-2.jpg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-index-2.html)
10:50:50	3970/3970	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225edcb534-f82%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/icons/stars-active.svg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/icons/stars-active.svg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-index-2.html)
10:50:50	3976/3976	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225edcb534-f88%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/icons/starts-disable.svg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/icons/starts-disable.svg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-index-2.html)
10:50:51	56347/56347	---M--	200	added ('OK')	image/jpeg	etag:%225dce41e3-dc1b%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/banners/banner4.jpg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/banners/banner4.jpg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-index-2.html)
10:50:51	84271/84271	---M--	200	added ('OK')	image/jpeg	etag:%225dce3f5d-1492f%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/banners/banner5.jpg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/banners/banner5.jpg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-index-2.html)
10:50:51	181560/181560	---MCZ	200	added ('OK')	text/css	etag:W/%225f40ed4e-2c538%22	https://bootstrap-ecommerce.com/templates/alistyle-html/css/bootstrap.css	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/css/bootstrap.css	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-category.html)
10:50:51	55179/55179	---MCZ	200	added ('OK')	text/css	etag:W/%225ddd37b2-d78b%22	https://bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/css/all.min.css	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/fonts/fontawesome/css/all.min.css	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-category.html)
10:50:51	21571/21571	---MCZ	200	added ('OK')	text/css	etag:W/%225f40ed4e-5443%22	https://bootstrap-ecommerce.com/templates/alistyle-html/css/ui.css	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/css/ui.css	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-category.html)
10:50:52	2562/2562	---MCZ	200	added ('OK')	text/css	etag:W/%225f40ed4e-a02%22	https://bootstrap-ecommerce.com/templates/alistyle-html/css/responsive.css	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/css/responsive.css	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-category.html)
10:50:52	2520/2520	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f13f43e-9d8%22	https://bootstrap-ecommerce.com/templates/alistyle-html/js/script.js	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/js/script.js	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-category.html)
10:50:52	14815/14815	---M--	200	added ('OK')	image/png	etag:%225f143780-39df%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/logo.png	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/logo.png	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-category.html)
10:50:53	42537/42537	---M--	200	added ('OK')	image/jpeg	etag:%225da89604-a629%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/items/15.jpg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/items/15.jpg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-listing-grid.html)
10:50:53	11364/11364	---M--	200	added ('OK')	image/png	etag:%225d9e7fdc-2c64%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/misc/payments.png	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/misc/payments.png	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-shopping-cart.html)
10:50:53	25583/25583	---M--	200	added ('OK')	image/jpeg	etag:%225da89604-63ef%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/items/15-1.jpg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/items/15-1.jpg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-detail-product.html)
10:50:54	41507/41507	---M--	200	added ('OK')	image/jpeg	etag:%225da89604-a223%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/items/15-2.jpg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/items/15-2.jpg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-detail-product.html)
10:50:54	20788/20788	---M--	200	added ('OK')	image/jpeg	etag:%225d9e7fdc-5134%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/avatars/avatar3.jpg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/avatars/avatar3.jpg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-profile-main.html)
10:50:54	7794/7794	---M--	200	added ('OK')	image/jpeg	etag:%225d9e7fdc-1e72%22	https://bootstrap-ecommerce.com/templates/alistyle-html/images/avatars/avatar1.jpg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/avatars/avatar1.jpg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-profile-setting.html)
10:50:56	227952/227952	---MCZ	200	added ('OK')	text/css	etag:W/%225f1428e0-37a70%22	https://bootstrap-ecommerce.com/templates/alistyle-html/css/bootstrap-rtl.css	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/css/bootstrap-rtl.css	(from https://bootstrap-ecommerce.com/templates/alistyle-html/rtl-page-index-1.html)
10:50:57	1144/1144	---MCZ	200	added ('OK')	text/html	date:Sat,%2030%20Apr%202022%2005:20:55%20GMT	https://bootstrap-ecommerce.com/templates/alistyle-html/_HTML-Components/	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/_HTML-Components/index.html	(from https://bootstrap-ecommerce.com/templates/alistyle-html/page-components.html)
10:50:57	99632/99632	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-18530%22	https://rsms.me/inter/font-files/Inter-Thin.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Thin3535.woff2	(from https://rsms.me/inter/inter.css)
10:50:57	135920/135920	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-212f0%22	https://rsms.me/inter/font-files/Inter-Thin.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Thin3535.woff	(from https://rsms.me/inter/inter.css)
10:50:57	106496/106496	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-1a000%22	https://rsms.me/inter/font-files/Inter-ThinItalic.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-ThinItalic3535.woff2	(from https://rsms.me/inter/inter.css)
10:50:58	145480/145480	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-23848%22	https://rsms.me/inter/font-files/Inter-ThinItalic.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-ThinItalic3535.woff	(from https://rsms.me/inter/inter.css)
10:50:58	104232/104232	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-19728%22	https://rsms.me/inter/font-files/Inter-ExtraLight.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-ExtraLight3535.woff2	(from https://rsms.me/inter/inter.css)
10:50:58	140724/140724	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-225b4%22	https://rsms.me/inter/font-files/Inter-ExtraLight.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-ExtraLight3535.woff	(from https://rsms.me/inter/inter.css)
10:50:58	111392/111392	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-1b320%22	https://rsms.me/inter/font-files/Inter-ExtraLightItalic.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-ExtraLightItalic3535.woff2	(from https://rsms.me/inter/inter.css)
10:50:59	149996/149996	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-249ec%22	https://rsms.me/inter/font-files/Inter-ExtraLightItalic.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-ExtraLightItalic3535.woff	(from https://rsms.me/inter/inter.css)
10:50:59	104332/104332	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-1978c%22	https://rsms.me/inter/font-files/Inter-Light.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Light3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:00	140632/140632	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-22558%22	https://rsms.me/inter/font-files/Inter-Light.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Light3535.woff	(from https://rsms.me/inter/inter.css)
10:51:00	111332/111332	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-1b2e4%22	https://rsms.me/inter/font-files/Inter-LightItalic.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-LightItalic3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:00	150092/150092	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-24a4c%22	https://rsms.me/inter/font-files/Inter-LightItalic.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-LightItalic3535.woff	(from https://rsms.me/inter/inter.css)
10:51:00	98868/98868	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-18234%22	https://rsms.me/inter/font-files/Inter-Regular.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Regular3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:01	133844/133844	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-20ad4%22	https://rsms.me/inter/font-files/Inter-Regular.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Regular3535.woff	(from https://rsms.me/inter/inter.css)
10:51:01	106876/106876	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-1a17c%22	https://rsms.me/inter/font-files/Inter-Italic.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Italic3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:01	144372/144372	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-233f4%22	https://rsms.me/inter/font-files/Inter-Italic.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Italic3535.woff	(from https://rsms.me/inter/inter.css)
10:51:01	105924/105924	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-19dc4%22	https://rsms.me/inter/font-files/Inter-Medium.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Medium3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:02	142552/142552	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-22cd8%22	https://rsms.me/inter/font-files/Inter-Medium.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Medium3535.woff	(from https://rsms.me/inter/inter.css)
10:51:02	112184/112184	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-1b638%22	https://rsms.me/inter/font-files/Inter-MediumItalic.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-MediumItalic3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:02	150988/150988	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-24dcc%22	https://rsms.me/inter/font-files/Inter-MediumItalic.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-MediumItalic3535.woff	(from https://rsms.me/inter/inter.css)
10:51:02	105804/105804	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-19d4c%22	https://rsms.me/inter/font-files/Inter-SemiBold.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-SemiBold3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:03	142932/142932	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-22e54%22	https://rsms.me/inter/font-files/Inter-SemiBold.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-SemiBold3535.woff	(from https://rsms.me/inter/inter.css)
10:51:03	112048/112048	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-1b5b0%22	https://rsms.me/inter/font-files/Inter-SemiBoldItalic.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-SemiBoldItalic3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:04	151180/151180	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-24e8c%22	https://rsms.me/inter/font-files/Inter-SemiBoldItalic.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-SemiBoldItalic3535.woff	(from https://rsms.me/inter/inter.css)
10:51:05	106140/106140	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-19e9c%22	https://rsms.me/inter/font-files/Inter-Bold.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Bold3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:05	143208/143208	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-22f68%22	https://rsms.me/inter/font-files/Inter-Bold.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Bold3535.woff	(from https://rsms.me/inter/inter.css)
10:51:05	111808/111808	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-1b4c0%22	https://rsms.me/inter/font-files/Inter-BoldItalic.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-BoldItalic3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:05	151052/151052	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-24e0c%22	https://rsms.me/inter/font-files/Inter-BoldItalic.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-BoldItalic3535.woff	(from https://rsms.me/inter/inter.css)
10:51:05	106108/106108	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-19e7c%22	https://rsms.me/inter/font-files/Inter-ExtraBold.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-ExtraBold3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:06	142920/142920	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-22e48%22	https://rsms.me/inter/font-files/Inter-ExtraBold.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-ExtraBold3535.woff	(from https://rsms.me/inter/inter.css)
10:51:06	111708/111708	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-1b45c%22	https://rsms.me/inter/font-files/Inter-ExtraBoldItalic.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-ExtraBoldItalic3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:07	150628/150628	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-24c64%22	https://rsms.me/inter/font-files/Inter-ExtraBoldItalic.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-ExtraBoldItalic3535.woff	(from https://rsms.me/inter/inter.css)
10:51:07	102868/102868	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-191d4%22	https://rsms.me/inter/font-files/Inter-Black.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Black3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:07	138764/138764	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-21e0c%22	https://rsms.me/inter/font-files/Inter-Black.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-Black3535.woff	(from https://rsms.me/inter/inter.css)
10:51:07	108752/108752	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-1a8d0%22	https://rsms.me/inter/font-files/Inter-BlackItalic.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-BlackItalic3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:08	146824/146824	---M--	200	added ('OK')	font/woff	etag:%2262633ac6-23d88%22	https://rsms.me/inter/font-files/Inter-BlackItalic.woff?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-BlackItalic3535.woff	(from https://rsms.me/inter/inter.css)
10:51:08	227180/227180	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-3776c%22	https://rsms.me/inter/font-files/Inter-roman.var.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-roman.var3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:08	245036/245036	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-3bd2c%22	https://rsms.me/inter/font-files/Inter-italic.var.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter-italic.var3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:09	324864/324864	---M--	200	added ('OK')	font/woff2	etag:%2262633ac6-4f500%22	https://rsms.me/inter/font-files/Inter.var.woff2?v=3.19	C:/Users/91972/OneDrive/Desktop/frontendtemplate/rsms.me/inter/font-files/Inter.var3535.woff2	(from https://rsms.me/inter/inter.css)
10:51:10	214/214	---M--	302	error ('Found')	text/html	date:Sat,%2030%20Apr%202022%2005:21:10%20GMT	https://bootstrap-ecommerce.com/templates/alistyle-html/images/banners/bg-pattern.svg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/banners/bg-pattern.8b.delayed	(from https://bootstrap-ecommerce.com/templates/alistyle-html/css/ui.css)
10:51:10	214/214	---M--	302	error ('Found')	text/html	date:Sat,%2030%20Apr%202022%2005:21:11%20GMT	https://bootstrap-ecommerce.com/templates/alistyle-html/images/banners/bg-cpu.jpg	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/images/banners/bg-cpu.jpg	(from https://bootstrap-ecommerce.com/templates/alistyle-html/css/ui.css)
10:51:10	6148/6148	---M--	200	added ('OK')	text/html	etag:%221804-598633ee60700%22	https://bootstrap-ecommerce.com/templates/alistyle-html/_HTML-Components/.DS_Store	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/_HTML-Components/.html	(from https://bootstrap-ecommerce.com/templates/alistyle-html/_HTML-Components/)
10:51:11	9681/9681	---MCZ	200	added ('OK')	text/html	etag:W/%225dd14be7-25d1%22	https://bootstrap-ecommerce.com/templates/alistyle-html/_HTML-Components/_banners.html	C:/Users/91972/OneDrive/Desktop/frontendtemplate/bootstrap-ecommerce.com/templates/alistyle-html/_HTML-Components/_banners.html	(from https://bootstrap-ecommerce.com/templates/alistyle-html/_HTML-Components/)
